,FORMULA,PROPERTY: Processing method,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: Microstructure,PROPERTY: HV,PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),Others: DOI,Others: Reference,target_nor
193,Al1 Nb1 Ta1 Ti1,CAST,C,100.0,,8.2,BCC,,740.0,,,120.0,,,10.1016/j.actamat.2019.06.006,,0.2989403775536174
396,Co1 Cr1 Fe1 Ni1 W0.2,CAST,C,25.0,,8.9,FCC,244.0,335.0,,,238.0,52.0,,10.1016/j.intermet.2019.106550,,0.13533111686548896
478,Co1 Cr1 Fe1 Ni1,,C,25.0,8.175,8.175043328,FCC,,274.0,,,225.7139231,38.6,,,Prof.Yeh-3dtransitional,0.11068873439147454
361,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,1241.81,1325.0,,220.0,26.3,,10.1007/s11661-019-05231-y,,0.5016583111484563
140,Al1 Co1 Cr1 Fe1 Ni1,CAST,C,25.0,,6.7,BCC,520.0,1373.0,3531.0,,,20.0,,10.1016/j.msea.2011.10.110,,0.5546555924069144
173,Al1 Cr1 Mo1 Ti1,ANNEAL,C,800.0,,6.0,BCC,,875.0,,,189.0,,,10.1007/s11661-017-4386-1,,0.35347679778299357
6,Al0.186 Cr0.149 Fe1 Mn0.861 Ni0.28,CAST,T,25.0,,7.3,,,159.0,535.0,,,,40.8,10.1016/j.msea.2019.01.083,,0.06423178382570968
662,Mo0.333 Nb0.333 Ti0.333 V1 Zr0.333,CAST,C,25.0,,6.9,BCC,,1418.0,2508.0,,138.0,24.0,,10.1007/s11837-012-0366-5,,0.5728343991500399
536,Hf1 Mo0.5 Nb1 Ti1 V0.5,CAST,C,1200.0,8.96,9.0,BCC,,60.0,,,126.0,,,10.1016/j.actamat.2019.06.032,,0.02423840899083384
73,Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,,T,-70.0,,7.1,,,595.0,1168.0,,,15.8,,10.1016/j.actamat.2016.11.016,,0.2403642224924356
599,Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,BCC,,985.0,1004.0,,107.0,,,10.1016/j.jallcom.2019.04.291,,0.39791388093285557
848,Nb1 Ti1 V0.3 Zr1,CAST,C,25.0,6.5,6.509762281,BCC,,866.0,,,95.93634497,45.0,45.0,,Prof.Yeh-RHEA,0.3498410364343685
430,Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5,,C,25.0,7.825,7.821724444,FCC,,700.0,,93.1,194.1167208,21.6,,,Prof.Yeh-3dtransitional,0.28278143822639484
145,Al1 Co1 Cr1 Fe1 Ni1,,C,25.0,,6.7,,,1300.0,,,,30.0,21.4,10.1016/j.jallcom.2018.01.247,,0.5251655281347333
234,Al1 Co1 Cr1 Fe1 Ni1 Si0.6,,C,25.0,6.0,6.009026544,BCC,,1834.0,2195.0,,162.1135755,3.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.7408873681531545
220,Al1 Co1 Cr1 Fe1 Ni1,,C,25.0,6.7,6.717648579,BCC,,1138.0,,194.0,184.2786056,11.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.4597218238594819
350,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,800.0,888.0,,220.0,6.0,,10.1016/j.jmst.2018.09.068,,0.32317878654445126
368,Co1 Cr1 Fe1 Mn1 Ni1 V0.5,ANNEAL,C,25.0,,7.8,FCC,275.0,620.0,,,,75.0,,10.1016/j.jallcom.2014.12.157,,0.2504635595719497
132,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,CAST,C,900.0,,6.3,BCC,,214.0,,,156.0,,,10.1007/s11661-005-0218-9,,0.08645032540064071
432,Co1 Cr1 Fe1 Mn1 Ni1,,T,25.0,8.0,8.027647867,FCC,176.0,208.0,,,219.8823361,62.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.08402648450155732
693,Mo1 Nb1 Ta1 Ti1,ANNEAL,C,20.0,,10.0,BCC,,1210.0,,,179.0,,,10.1016/j.actamat.2019.06.006,,0.4888079146484825
617,Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,9.94,9.906161127,BCC,,1110.0,,96.0,115.2945674,50.0,50.0,,Prof.Yeh-RHEA,0.4484105663304261
41,Al0.286 Cr0.343 Fe1 Mn0.657 Ni0.571,WROUGHT,T,25.0,,7.2,FCC,,320.0,625.0,,195.0,42.2,42.45,10.1016/j.msea.2019.05.056,,0.1292715146177805
534,Hf1 Mo0.5 Nb1 Ti1 V0.5,CAST,C,23.0,8.96,9.0,BCC,,1260.0,,,126.0,,,10.1016/j.actamat.2019.06.032,,0.5090065888075107
108,Al0.5 Nb1 Ta1 Ti1 V1,CAST,C,25.0,,8.5,BCC,,1014.0,,,127.0,,,10.1016/j.proeng.2012.03.043,,0.40962911194509194
398,Co1 Cr1 Ni1,ANNEAL,T,-196.0,,8.3,,,600.0,1247.0,,231.0,53.0,,10.1016/j.jmst.2018.12.002,,0.24238408990833843
56,Al0.38 Co1 Cr1 Fe1 Mn1 Ni1,,T,25.0,7.5,7.50474373,FCC,182.0,244.0,,,205.1766073,45.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.09856952989605763
302,Co0.5 Fe0.5 Mo0.1 Ni1 V0.25,CAST,T,700.0,,8.4,FCC,,212.0,,,202.0,,154.3,10.1016/j.scriptamat.2019.02.038,,0.08564237843427958
327,Co1 Cr1 Cu1 Fe1 Ni1 Ti1,CAST,C,25.0,,7.4,FCC,,1272.0,1272.0,,185.0,2.0,0.0,10.1016/j.intermet.2006.08.005,,0.5138542706056775
667,Mo0.5 Nb0.5 Ti0.5 V1 Zr0.5,CAST,C,25.0,,7.0,BCC,,1538.0,3176.0,,139.0,23.0,,10.1007/s11837-012-0366-5,,0.6213112171317076
24,Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,CAST,C,25.0,,5.8,BCC,,1240.0,,,134.0,,,10.1016/j.matlet.2016.11.030,,0.5009271191438994
331,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,243.0,558.0,,220.0,56.0,,10.1080/02670836.2017.1342367,,0.09816555641287707
711,Mo1 Nb1 Ta1 Ti1 W1,CAST,C,25.0,,11.8,BCC,507.5,1455.0,1910.0,,222.0,,,10.1016/j.msea.2017.12.004,,0.5877814180277207
411,Co1 Fe1 Ni1,WROUGHT,T,25.0,,8.5,FCC,,211.0,513.0,,207.0,,,10.1016/j.actamat.2014.08.026,,0.08523840495109901
51,Al0.333 Co0.333 Cu0.333 Fe0.333 Ni1,CAST,C,25.0,,7.5,FCC,279.6,268.0,,,167.0,,,10.1016/j.jmst.2018.12.014,,0.10826489349239117
588,Hf1 Nb1 Ta1 Ti1 Zr1,CAST,T,25.0,,9.9,BCC,359.0,1155.0,1212.0,59.0,107.0,50.0,,10.3390/e21020114,,0.46658937307355147
797,Nb1 Ta1 Ti1,WROUGHT,C,20.0,,10.0,BCC,,573.0,,,136.0,,,10.1016/j.actamat.2019.06.006,,0.2314768058624632
703,Mo1 Nb1 Ta1 Ti1 V1 W1,CAST,C,600.0,,11.0,BCC,,973.0,1590.0,,209.0,,,10.1016/j.intermet.2017.01.007,,0.3930661991346888
264,Al1 Mo1 Nb1 Ti1 V1,,C,25.0,6.4,6.398950958,BCC,537.0,1375.0,,,146.8857027,3.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5554635393732755
844,Mo1.3 Nb1 Ti1 V0.3,CAST,C,25.0,7.4,7.764873617,BCC,,1603.0,,,185.3623894,20.0,20.0,,Prof.Yeh-RHEA,0.6475694935384442
598,Hf1 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,,9.9,BCC,,890.0,,,107.0,9.2,,10.1016/j.matchar.2015.11.018,,0.35953640003070203
794,Mo1 Nb1 Ti1 Zr1,,C,25.0,7.3,7.308611099,BCC,,1592.0,3450.0,,142.8743035,34.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.643125785223458
332,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,249.0,621.0,,220.0,50.0,,10.1080/02670836.2017.1342367,,0.10058939731196045
18,Al0.25 Co1 Fe1 Ni1,CAST,C,25.0,,7.9,FCC,138.0,158.0,,,192.0,,,10.1016/j.jmmm.2014.07.023,,0.06382781034252911
626,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,,,800.0,9.95,9.938913534,BCC,,1007.0,,,137.0328224,23.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.406801297562828
319,Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,WROUGHT,T,25.0,,8.6,FCC,,950.0,,,231.0,36.0,,10.1016/j.ijplas.2018.10.005,,0.3837748090215358
83,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,WROUGHT,T,25.0,,7.6,FCC,,1290.0,1400.0,,189.0,,,10.1016/j.jallcom.2009.10.088,,0.5211257933029276
61,Al0.3 Hf1 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,9.5,9.549692921,BCC,353.0,1188.0,,63.0,105.1476585,50.0,50.0,,Prof.Yeh-RHEA,0.4799204980185101
272,Al1 Nb1 Ti1 V1,,,600.0,5.5,5.496265861,BCC,,810.0,,,103.9545112,12.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.3272185213762569
285,Co0.25 Cr0.25 Fe1 Mn1,WROUGHT,T,25.0,,7.7,FCC,,512.0,978.0,,212.0,55.3,,10.1016/j.msea.2019.138039,,0.2068344233884488
338,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,1150.0,,,220.0,6.0,,10.1016/j.msea.2019.04.025,,0.46456950565764865
832,Nb1 Ta1 V1 W1,CAST,C,25.0,12.6,12.88664201,BCC,,1530.0,,,205.5328097,12.0,12.0,,Prof.Yeh-RHEA,0.618079429266263
12,Al0.1 Co1 Cr1 Fe1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,711.0,928.0,,220.0,30.3,,10.1016/j.actamat.2018.12.012,,0.28722514654138104
182,Al1 Hf1 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,8.91,8.862378885,BCC,441.0,1489.0,,103.0,101.6218114,21.0,21.0,,Prof.Yeh-RHEA,0.6015165164558599
464,Cr1 Nb1 Ti1 Zr1,,C,25.0,6.67,6.6,,418.0,1260.0,,,,6.0,,10.1016/j.actamat.2012.11.032,,0.5090065888075107
539,Hf1 Mo1 Nb1 Ta1 Ti1,CAST,C,800.0,,10.8,BCC,,822.0,,,155.0,,,10.3390/e21010015,,0.33206620317442365
223,Al1 Co1 Cr1 Fe1 Ni1,,C,25.0,6.715,6.717648579,BCC,520.0,1370.0,,,184.2786056,15.0,,,Prof.Yeh-3dtransitional,0.5534436719573728
486,Hf0.25 Nb0.5 Ti1 V0.5 Zr0.5,CAST,C,25.0,,6.9,BCC,310.4,980.0,,,101.0,50.0,,10.1007/s40195-019-00921-3,,0.39589401351695275
613,Hf1 Nb1 Ti1 Zr1,CAST,C,800.0,,8.4,BCC,,303.0,,,89.0,51.0,,10.1007/s12598-019-01310-6,,0.1224039654037109
500,Hf0.5 Nb0.25 Ti2 V1 Zr1,CAST,C,25.0,6.57,6.604855931,BCC,,1115.0,,,99.82086809,50.0,50.0,,Prof.Yeh-RHEA,0.4504304337463289
381,Co1 Cr1 Fe1 Ni1,WROUGHT,T,25.0,,8.2,FCC,,631.0,732.0,210.0,226.0,78.0,,10.1016/j.actamat.2019.04.017,,0.2549072678869359
583,Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,1200.0,10.18,10.2,BCC,,404.0,,,143.0,,,10.1016/j.actamat.2019.06.032,,0.16320528720494787
533,Hf1 Mo0.5 Nb1 Ti1 V0.5,CAST,C,25.0,,9.0,BCC,,1260.0,,,126.0,,,10.1016/j.jallcom.2016.10.014,,0.5090065888075107
176,Al1 Cu0.077 Fe0.077 Mg0.077 Si0.231 Zn0.077,CAST,C,25.0,3.08,3.2,FCC,,422.0,,88.7,73.0,1.0,,10.1038/s41598-019-43329-w,,0.17047680990219802
585,Hf1 Nb1 Ta1 Ti1,ANNEAL,C,20.0,,10.9,BCC,,834.0,,,119.0,,,10.1016/j.actamat.2019.06.006,,0.3369138849725904
789,Mo1 Nb1 Ti1 V2.0 Zr1,CAST,C,25.0,6.985,6.987813039,BCC,,1540.0,,,138.8504308,23.2,15.5,,Prof.Yeh-RHEA,0.6221191640980687
163,Al1 Cr1 Mo1 Nb1 Ti1,CAST,C,1200.0,,6.6,BCC,,105.0,116.0,,170.0,24.0,,10.1016/j.jallcom.2015.11.050,,0.04241721573395923
248,Al1 Cr1 Fe1 Mo0.5 Ni1,,C,25.0,6.785,6.783315691,BCC,621.5,1750.0,,,198.7126404,12.6,,,Prof.Yeh-3dtransitional,0.7069535955659871
557,Hf1 Mo1 Nb1 Ta1 Zr1,CAST,C,1000.0,,10.9,BCC,,927.0,,,141.0,,,10.3390/e21010015,,0.3744834189083829
768,Mo1 Nb1 Ta1 W1,,,600.0,13.8,13.65986331,BCC,,561.0,,,250.0231927,40.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.22662912406429644
74,Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,,T,-192.0,,7.1,,,700.0,1000.0,,,7.0,,10.1016/j.actamat.2016.11.016,,0.28278143822639484
113,Al0.5 Nb1 Ta1 Ti1 V1,,C,25.0,8.5,8.460857347,BCC,,1014.0,,127.0,127.1790096,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.40962911194509194
483,Hf0.25 Nb0.25 Ti1 V0.5 Zr0.5,CAST,C,600.0,,6.7,BCC,322.5,718.0,,,100.0,50.0,,10.1007/s40195-019-00921-3,,0.29005296092364496
858,Nb1 Ti1 V1 Zr1,,C,25.0,6.5,6.458317279,BCC,,1104.0,,,100.1988131,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.4459867254313427
104,Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,9.34,9.338160378,BCC,396.0,1302.0,,97.0,104.0625193,46.0,46.0,,Prof.Yeh-RHEA,0.5259734751010944
114,Al0.6 Mo1 Ta1 Ti1 V1,CAST,C,25.0,,8.7,BCC,,962.0,1033.0,,173.0,,,10.4028/www.scientific.net/MSF.898.638,,0.3886224908197026
734,Mo1 Nb1 Ta1 W1,CAST,C,1200.0,,13.7,BCC,,506.0,,,250.0,40.0,,10.1016/j.intermet.2011.01.004,,0.20441058248936542
92,Al0.5 Co1 Cr1 Fe1 Ni1 Ti0.5,,C,25.0,,6.9,,,1100.0,,,,,10.0,10.1016/j.jallcom.2018.01.247,,0.44437083149862044
582,Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,1000.0,10.18,10.2,BCC,,855.0,,,143.0,,,10.1016/j.actamat.2019.06.032,,0.3453973281193823
89,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,CAST,C,700.0,,7.6,FCC,,426.0,,,,12.0,,10.1007/s11661-005-0218-9,,0.17209270383492029
336,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,C,25.0,,8.0,FCC,430.7,1300.0,,,220.0,10.3,,10.1016/j.scriptamat.2018.11.042,,0.5251655281347333
820,Nb1 Ta1 V1 W1,CAST,C,25.0,,12.9,BCC,,1530.0,1700.0,,206.0,12.0,,10.1016/j.msea.2016.07.102,,0.618079429266263
798,Nb1 Ta1 Ti1,WROUGHT,C,100.0,,10.0,BCC,,486.0,,,136.0,,,10.1016/j.actamat.2019.06.006,,0.19633111282575413
809,Nb1 Ta1 Ti1 V1,POWDER,C,25.0,,9.2,BCC,510.9,1373.0,,,134.0,29.5,,10.1016/j.jallcom.2018.10.230,,0.5546555924069144
530,Hf1 Mo0.5 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,,9.9,BCC,480.0,1317.0,,102.0,123.0,50.0,,10.1016/j.matlet.2016.03.133,,0.5320330773488029
535,Hf1 Mo0.5 Nb1 Ti1 V0.5,CAST,C,1000.0,8.96,9.0,BCC,,368.0,,,126.0,,,10.1016/j.actamat.2019.06.032,,0.14866224181044757
94,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,,,25.0,7.6,7.621679625,FCC,,388.0,,,188.9516251,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.15674171147405885
11,Al0.1 Co1 Cr1 Fe1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,1403.0,,,220.0,1.2,,10.1016/j.actamat.2018.12.012,,0.5667747969023313
408,Co1 Fe1 Ni1,WROUGHT,T,25.0,,8.5,FCC,,276.0,540.0,,207.0,15.0,,10.1016/j.intermet.2019.106477,,0.11149668135783568
43,Al0.2 Co1 Cr1 Fe1 Mn1 Ni1,CAST,T,25.0,,7.7,FCC,171.0,220.0,,,212.0,56.0,,10.1016/j.actamat.2013.09.037,,0.0888741662997241
42,Al0.286 Cr0.343 Fe1 Mn0.657 Ni0.571,WROUGHT,T,25.0,,7.2,FCC,,1400.0,1500.0,,195.0,5.83,7.85,10.1016/j.msea.2019.05.056,,0.5655628764527897
329,Co1 Cr1 Fe1 Mn1 Mo0.042 Ni1,CAST,C,25.0,,8.1,FCC,,225.0,,,221.0,,,10.1016/j.jmst.2018.10.009,,0.09089403371562692
167,Al1 Cr1 Mo1 Nb1 Ti1,ANNEAL,C,1200.0,,6.6,BCC,,150.0,,,,,,10.1007/s11661-017-4386-1,,0.06059602247708461
760,Mo1 Nb1 Ta1 V1 W1,,,800.0,12.4,12.37616704,BCC,,846.0,,,229.2405322,17.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.3417615667707572
705,Mo1 Nb1 Ta1 Ti1 V1 W1,CAST,C,1000.0,,11.0,BCC,,752.8,1105.0,,209.0,,,10.1016/j.intermet.2017.01.007,,0.3041112381383286
849,Nb1 Ti1 V2 Zr1,,,25.0,6.3,6.404764627,BCC,,918.0,,,104.6359102,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.3708476575597578
473,Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.1,FCC,,322.0,554.0,182.0,203.0,31.0,,10.1016/j.actamat.2019.04.017,,0.13007946158414163
178,Al1 Cu0.077 Mg0.077 Ni0.077 Si0.231 Zn0.077,CAST,C,25.0,3.15,3.2,FCC,,534.0,,107.8,72.0,1.0,,10.1038/s41598-019-43329-w,,0.2157218400184212
569,Hf1 Mo1 Nb1 Ti1 Zr1,CAST,C,25.0,8.68,8.7,BCC,,1719.0,,,128.0,20.0,,10.1016/j.intermet.2015.10.011,,0.6944304175873897
578,Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,800.0,,10.2,BCC,,1045.0,1446.0,,143.0,,,10.1016/j.intermet.2015.03.013,,0.4221522899236894
177,Al1 Cu0.077 Mg0.077 Mn0.077 Si0.231 Zn0.077,CAST,C,25.0,2.98,3.2,FCC,,622.0,,114.1,73.0,2.0,,10.1038/s41598-019-43329-w,,0.2512715065383108
593,Hf1 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,,9.9,BCC,,905.0,,,107.0,50.0,,10.1016/j.msea.2015.08.024,,0.3655960022784105
692,Mo1 Nb1 Ta1 Ti0.75 W1,CAST,C,25.0,,12.2,BCC,495.6,1304.0,1593.0,,228.0,,,10.1016/j.msea.2017.12.004,,0.5267814220674555
812,Nb1 Ta1 Ti1 W1,ANNEAL,C,100.0,,12.1,BCC,,968.0,,,198.0,,,10.1016/j.actamat.2019.06.006,,0.391046331718786
257,Al1 Cu1 Ni1 Ti1,,C,25.0,5.7,5.739310967,FCC,537.0,300.0,536.0,129.0,121.62318,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.12119204495416921
656,Hf1 Nb1 Ti1 V1 Zr1,CAST,C,25.0,8.1,8.0598931,BCC,388.0,1170.0,1463.0,128.0,94.98742358,30.0,30.0,,Prof.Yeh-RHEA,0.47264897532125993
335,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,C,25.0,,8.0,FCC,394.1,1150.0,,,220.0,1.1,,10.1016/j.scriptamat.2018.11.042,,0.46456950565764865
538,Hf1 Mo1 Nb1 Ta1 Ti1,CAST,C,25.0,,10.8,BCC,,1369.0,,,155.0,27.0,,10.3390/e21010015,,0.5530396984741922
15,Al0.20 Co1 Cr1 Fe1 Mn1 Ni1,,C,25.0,7.735,7.739021059,FCC,170.5,219.5,,,211.7652315,58.0,,,Prof.Yeh-3dtransitional,0.0886721795581338
3,Al0.143 Cr0.343 Fe1 Mn0.8 Ni0.571,CAST,T,25.0,,7.5,FCC,,1253.0,1392.0,,204.0,6.78,8.2,10.1016/j.msea.2019.05.056,,0.5061787744252467
388,Co1 Cr1 Fe1 Ni1,WROUGHT,T,25.0,,8.2,FCC,,274.0,708.0,,226.0,51.0,,10.1016/j.actamat.2014.08.026,,0.11068873439147454
256,Al1 Cu1 Fe1 Ni1 Ti1,,C,25.0,6.105,6.105067309,BCC,516.0,1070.0,,146.0,136.9184166,8.2,,,Prof.Yeh-3dtransitional,0.4322516270032035
428,Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5,,C,25.0,7.8,7.821724444,FCC,,700.0,1650.0,198.0,194.1167208,29.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.28278143822639484
450,Co1 Fe1 Ni1,,C,25.0,8.525,8.524402703,FCC,124.5,208.5,,,206.7823096,,,,Prof.Yeh-3dtransitional,0.0842284712431476
697,Mo1 Nb1 Ta1 Ti1,ANNEAL,C,300.0,,10.0,BCC,,732.0,,,179.0,,,10.1016/j.actamat.2019.06.006,,0.2957085896881729
222,Al1 Co1 Cr1 Fe1 Ni1,,C,25.0,6.715,6.717648579,BCC,,1140.0,,125.0,184.2786056,14.0,,,Prof.Yeh-3dtransitional,0.460529770825843
479,Co1 Fe1 Mn1 Ni1,,C,25.0,8.245,8.245835379,FCC,,170.0,,,204.4519856,41.1,,,Prof.Yeh-3dtransitional,0.06867549214069589
429,Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5,,C,25.0,7.8,7.821724444,FCC,,700.0,1650.0,198.0,194.1167208,22.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.28278143822639484
576,Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,1200.0,,10.2,BCC,,404.0,,,143.0,30.0,,10.3390/e21010015,,0.16320528720494787
324,Co1 Cr1 Cu1 Fe1 Ni1,CAST,C,25.0,,8.3,FCC,,300.0,,,206.0,50.2,,10.1007/s11665-018-3837-1,,0.12119204495416921
541,Hf1 Mo1 Nb1 Ta1 Ti1,CAST,C,1200.0,,10.8,BCC,,699.0,,,155.0,,,10.3390/e21010015,,0.2823774647432143
9,Al0.186 Cr0.149 Fe1 Mn0.861 Ni0.28,ANNEAL,T,25.0,,7.3,,,954.0,978.0,,,,2.0,10.1016/j.msea.2019.01.083,,0.3853907029542581
249,Al1 Cr1 Mo1 Nb1 Ti1,,,400.0,6.6,6.565952966,BCC,,1080.0,,,170.0203827,2.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.43629136183500916
22,Al0.25 Co1 Fe1 Ni1,,C,25.0,7.885,7.886957534,FCC,137.5,160.5,,,191.8170678,,,,Prof.Yeh-3dtransitional,0.06483774405048053
356,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,370.0,670.0,,220.0,1.16,,10.1016/j.actamat.2013.06.018,,0.1494701887768087
221,Al1 Co1 Cr1 Fe1 Ni1,,C,25.0,6.7,6.717648579,BCC,520.0,1373.0,3531.0,,184.2786056,25.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5546555924069144
590,Hf1 Nb1 Ta1 Ti1 Zr1,CAST,T,25.0,,9.9,BCC,,827.0,856.0,,107.0,50.0,,10.1016/j.msea.2015.12.017,,0.33408607059032647
834,Mo1 Nb1 Ti1 V0.3,CAST,C,25.0,7.3,7.557003239,BCC,,1455.0,,,173.2411084,25.0,25.0,,Prof.Yeh-RHEA,0.5877814180277207
852,Nb1 Ti1 V2 Zr1,,,1000.0,6.3,6.404764627,BCC,,72.0,,,104.6359102,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.029086090789000613
772,Mo1 Nb1 Ta1 W1,,,1400.0,13.8,13.65986331,BCC,,421.0,,,250.0231927,40.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.17007283641901746
340,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,1050.0,,,220.0,52.0,,10.1016/j.msea.2019.04.025,,0.42417215733959224
731,Mo1 Nb1 Ta1 W1,CAST,C,600.0,,13.7,BCC,,561.0,,,250.0,40.0,,10.1016/j.intermet.2011.01.004,,0.22662912406429644
716,Mo1 Nb1 Ta1 Ti1 W1,CAST,C,25.0,,11.8,BCC,,1343.0,2005.0,,222.0,,,10.1016/j.intermet.2017.01.007,,0.5425363879114975
203,Al1 Nb1 Ti1 V1 Zr0.5,,C,25.0,5.64,5.6,,,1480.0,,,,50.0,,10.1016/j.matlet.2015.08.099,,0.5978807551072348
237,Al1 Co1 Cr1 Fe1 Ni1 Ti1,,C,25.0,6.24,6.228043003,BCC,,1860.0,,119.0,169.2125674,9.0,,,Prof.Yeh-3dtransitional,0.7513906787158491
93,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,,,1000.0,7.6,7.621679625,FCC,,150.0,,,188.9516251,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.06059602247708461
728,Mo1 Nb1 Ta1 V1 W1,CAST,C,1600.0,,12.4,BCC,,477.0,,,229.0,,,10.1016/j.intermet.2011.01.004,,0.19269535147712905
417,Co1 Mn1 Ni1,WROUGHT,T,25.0,,8.4,FCC,,231.0,653.0,,202.0,62.5,,10.1016/j.actamat.2014.08.026,,0.09331787461471029
552,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,CAST,C,23.0,9.93,9.9,BCC,,1512.0,,,137.0,,,10.1016/j.actamat.2019.06.032,,0.6108079065690128
